Winner,Score,Loser,Score
"
Hanover A",185,Plymouth,80
"
Mascoma Valley",125,Montpelier,115
Winner,Score,Loser,Score
"
Plymouth",230,Montpelier,80
"
Hanover A",170,Hanover B,105
Winner,Score,Loser,Score
"
Hanover B",305,Mascoma Valley,65
"
Hanover A",280,Montpelier,70
Winner,Score,Loser,Score
"
Hanover A",405,Mascoma Valley,60
"
Hanover B",145,Plymouth,115
Winner,Score,Loser,Score
"
Hanover B",290,Montpelier,40
"
Plymouth",280,Mascoma Valley,50
