Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Barrington C",205,1,8,2,120,13.33,Simon Kenton,115,0,6,3,70,11.67,21
"
Berwick A",170,2,5,0,90,12.86,Northwest Guilford,85,0,5,3,50,10.00,24
"
Manheim Township B",200,0,9,2,120,13.33,Lakota West,115,1,5,4,70,11.67,19
"
Morgantown B",170,1,8,3,90,10.00,Ysleta,85,0,5,1,40,8.00,22
"
Lake Highland",250,1,9,1,150,15.00,Westview,165,1,6,2,100,14.29,18
"
Carmel B",310,4,7,4,200,18.18,Hunter B,235,2,6,1,150,18.75,22
"
Beavercreek",320,3,9,1,190,15.83,Westminster,250,3,6,3,160,17.78,22
"
Park Tudor",170,0,8,0,90,11.25,Myers Park,100,0,5,0,50,10.00,20
"
Edison Academy",200,2,7,4,120,13.33,Cinco Ranch C,135,0,8,1,60,7.50,22
"
Rock Bridge A",165,0,7,3,110,15.71,Manheim Township A,100,0,6,4,60,10.00,22
"
Thomas Jefferson Classical (NC)",175,0,8,1,100,12.50,Clark,120,0,6,2,70,11.67,19
"
Morris B",185,0,10,1,90,9.00,Lee's Summit,135,1,6,2,70,10.00,21
"
Hoover B",185,2,5,1,110,15.71,DeLaSalle,140,0,5,2,100,20.00,18
"
North Kansas City",125,2,4,3,70,11.67,Canyon Crest B,80,1,4,7,60,12.00,24
"
Greenhill A (TX)",210,0,10,2,120,12.00,Winston Churchill B,170,1,5,3,120,20.00,18
"
Centennial B",200,0,9,0,110,12.22,Aurora,160,0,7,2,100,14.29,23
"
Rock Bridge B",90,0,6,2,40,6.67,Grand Junction B,55,0,3,1,30,10.00,22
"
LASA",240,0,10,2,150,15.00,Chamblee Charter,210,2,6,0,120,15.00,22
"
Hudson",155,1,7,0,70,8.75,Cookeville,130,1,6,1,60,8.57,17
"
Francis Parker (IL)",235,2,6,1,150,18.75,"St. Joseph Central (St. Joseph, MO)",210,0,10,4,130,13.00,22
"
Lindbergh B",265,3,6,2,170,18.89,Dunbar B,245,1,8,0,150,16.67,20
"
Copley B",210,3,7,3,110,11.00,Massey Hill Classical,190,0,7,2,130,18.57,21
"
Cinco Ranch A",305,3,8,2,190,17.27,McLean A,285,4,4,1,190,23.75,20
"
Raleigh Charter",255,2,7,3,170,18.89,Hinsdale Central B,240,1,9,1,140,14.00,19
"
Sylvania Northview (OH)",125,0,6,1,70,11.67,Hopkins,115,0,6,3,70,11.67,24
"
Naperville North",235,2,7,1,140,15.56,Norfolk Academic Guild,230,1,9,1,130,13.00,23
"
LAMP",150,1,6,1,80,11.43,Freeman,145,1,6,2,80,11.43,23
"
duPont Manual (OT)",165,1,8,6,100,12.50,Darien C,160,0,9,2,80,10.00,25
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Barrington A",635,10,7,1,420,24.71,Cinco Ranch A,175,4,2,3,110,18.33,24
"
Raleigh Charter",475,3,12,2,320,21.33,Orange County,105,1,3,2,70,17.50,22
"
Strake Jesuit A",465,4,11,1,300,20.00,Hunter B,95,1,4,0,40,8.00,20
"
Livingston A",490,7,8,1,310,20.67,Santa Monica,130,1,4,1,80,16.00,21
"
Westview",380,3,11,1,230,16.43,Northwest Guilford,30,0,2,0,10,5.00,19
"
Chamblee Charter",385,0,15,1,240,16.00,Thomas Jefferson Classical (NC),50,0,3,4,40,13.33,20
"
Manheim Township A",370,4,12,0,190,11.88,Providence Day,35,0,2,3,30,15.00,20
"
Winston Churchill A",380,6,8,2,220,15.71,Bloomington,85,1,4,4,50,10.00,21
"
Lake Highland",330,4,9,2,190,14.62,Gate City,45,0,3,3,30,10.00,21
"
Solon A",405,5,8,4,270,20.77,Richard Montgomery B,135,0,7,1,70,10.00,20
"
Hastings",425,5,10,0,250,16.67,Mira Loma A,160,1,5,3,110,18.33,21
"
Wade Hampton",330,3,9,1,200,16.67,"International Academy Okma (Bloomfield Hills, MI)",70,0,4,2,40,10.00,17
"
Harker",365,2,12,1,220,15.71,Hudson,130,1,4,1,80,16.00,22
"
Caddo Magnet A",380,3,9,1,250,20.83,Strake Jesuit B,150,2,5,4,90,12.86,20
"
Clark",305,0,14,1,170,12.14,Morris B,80,0,5,0,30,6.00,20
"
Canyon Crest B",260,4,7,4,150,13.64,Grand Junction B,35,0,3,1,10,3.33,20
"
William Fremd A",365,5,7,2,230,19.17,Hinsdale Central A,145,1,6,4,90,12.86,20
"
Mira Loma B",395,5,7,2,260,21.67,Richard Montgomery A,190,2,5,4,130,18.57,19
"
Detroit Country Day A",435,7,6,2,280,21.54,Hunter A,230,4,3,4,160,22.86,20
"
Naperville North",300,1,13,3,170,12.14,Cookeville,95,0,5,1,50,10.00,20
"
Montgomery Blair",385,4,9,1,240,18.46,Wayzata A,185,4,3,5,120,17.14,22
"
Grand Junction A",280,0,12,4,180,15.00,Providence,80,1,3,3,50,12.50,20
"
St. Paul Academy",335,5,8,2,190,14.62,Minnetonka,140,1,4,3,100,20.00,19
"
Marist",250,2,10,0,120,10.00,Burnsville,55,0,4,3,30,7.50,19
"
John Adams",190,0,9,0,100,11.11,Western Dubuque,5,0,1,3,10,10.00,18
"
Elkhorn South",260,3,7,1,150,15.00,Cloverleaf,80,0,5,2,40,8.00,19
"
Cedar Crest",355,6,6,3,220,18.33,Darien B,180,3,5,3,100,12.50,21
"
McLean A",375,4,9,3,240,18.46,Greenhill A (TX),200,2,6,0,110,13.75,22
"
DeLaSalle",260,0,11,2,160,14.55,Ysleta,85,0,5,1,40,8.00,20
"
Darien A",300,4,6,4,200,20.00,Lindbergh B,140,1,5,1,80,13.33,16
"
Bishop Kelley",200,1,10,3,100,9.09,Jackson Academy,40,0,4,2,10,2.50,19
"
Cinco Ranch C",240,0,11,0,130,11.82,Farmington Hills Mercy,80,0,4,0,40,10.00,22
"
Staples",280,0,12,6,190,15.83,Athens,125,0,6,1,70,11.67,22
"
Hinsdale Central B",260,2,10,2,140,11.67,Copley B,105,1,4,2,60,12.00,20
"
Wissahickon",335,2,9,1,220,20.00,St. Thomas,185,0,9,1,100,11.11,20
"
Seven Lakes",315,1,11,2,200,16.67,LASA,165,2,4,3,110,18.33,20
"
Lee's Summit",175,0,9,3,100,11.11,Lafayette Christian,25,0,2,1,10,5.00,19
"
Canyon Crest A",345,5,6,0,210,19.09,High Tech,200,3,5,1,110,13.75,19
"
Paideia",290,2,9,2,180,16.36,Mounds Park,155,1,5,0,90,15.00,19
"
Catholic A",255,0,11,1,150,13.64,North Kansas City,120,0,6,0,60,10.00,20
"
Leland",260,0,11,0,150,13.64,Carnegie Vanguard,125,4,2,3,60,10.00,19
"
St. Pius X",225,1,9,0,120,12.00,Saratoga Springs (NY),95,0,7,1,30,4.29,20
"
East Chapel Hill",280,3,8,1,160,14.55,Centennial A,155,1,6,4,100,14.29,19
"
Westside",210,0,10,4,130,13.00,Sylvania Northview (OH),100,0,6,4,60,10.00,20
"
Cinco Ranch B",290,2,9,2,180,16.36,Mason,180,1,7,5,120,15.00,20
"
Trinity",225,1,9,4,140,14.00,Carlisle,115,2,4,1,50,8.33,18
"
McLean B",240,3,8,3,130,11.82,Dunbar B,130,0,5,0,80,16.00,20
"
Northmont",275,0,11,1,170,15.45,Hoover B,170,2,6,2,90,11.25,21
"
Riverside",225,1,9,0,120,12.00,Caddo Magnet B,120,0,7,4,70,10.00,23
"
Del Norte",295,2,9,3,190,17.27,Saint Agnes,200,3,5,3,120,15.00,21
"
Detroit Country Day C",135,0,8,3,70,8.75,Myers Park,40,0,3,2,20,6.67,19
"
Centennial C",230,1,10,1,120,10.91,Livingston B,135,0,7,3,80,11.43,19
"
Copley A",250,2,8,4,160,16.00,Troy (NY),165,1,7,2,90,11.25,20
"
Lakota West",200,0,9,2,120,13.33,Wayzata C,115,0,7,1,50,7.14,20
"
William Fremd C",170,0,9,4,100,11.11,Irvin,85,0,5,1,40,8.00,23
"
Beavercreek",260,3,7,3,160,16.00,Centennial B,175,1,7,2,100,12.50,20
"
Southside (SC)",260,3,9,3,140,11.67,Barrington C,180,2,5,2,110,15.71,21
"
Norfolk Academic Guild",230,2,9,4,130,11.82,Detroit Country Day B,150,1,5,1,90,15.00,19
"
Carmel A",250,5,4,3,150,16.67,Detroit Catholic Central A,170,0,7,2,110,15.71,18
"
Rock Bridge A",285,4,7,1,160,14.55,Morgantown A,205,2,5,1,130,18.57,20
"
Hoover A",320,5,6,3,200,18.18,Rancho Bernardo,250,3,7,5,160,16.00,23
"
Winston Churchill B",230,1,9,1,130,13.00,duPont Manual,165,1,6,2,100,14.29,20
"
Aiken",210,0,8,0,130,16.25,Buckingham County,150,0,7,0,80,11.43,18
"
Kellenberg",220,3,7,1,110,11.00,Morris A,160,0,8,2,90,11.25,20
"
St. Joseph Central (St. Joseph, MO)",190,0,10,6,120,12.00,Berwick A,130,0,6,2,80,13.33,18
"
Lee's Summit West",150,0,9,4,80,8.89,Eastlake,100,0,5,0,50,10.00,21
"
Massey Hill Classical",175,0,9,3,100,11.11,Faith Lutheran,125,0,7,1,60,8.57,20
"
East Hamilton",70,0,6,2,20,3.33,Jefferson,30,0,2,0,10,5.00,19
"
Carmel B",220,4,4,0,120,15.00,Cave Spring,185,1,8,0,90,10.00,18
"
Burlington",205,1,8,2,120,13.33,Manheim Township B,175,0,8,1,100,12.50,22
"
Edison Academy",190,1,7,1,110,13.75,Aurora,160,3,4,3,90,12.86,20
"
Mountain View",180,0,9,2,100,11.11,LAMP,150,3,5,1,60,7.50,20
"
Wayzata B",290,3,10,1,150,11.54,Westminster,270,4,4,2,180,22.50,21
"
Barrington B",195,0,8,3,130,16.25,Morgantown B,180,0,8,0,100,12.50,20
"
Freeman",205,1,7,0,120,15.00,Hopkins,195,1,7,2,120,15.00,20
"
Carbondale",160,0,7,2,100,14.29,DeWitt,150,0,8,0,70,8.75,18
"
Catholic B (OT)",190,1,9,3,100,12.50,Park Tudor,185,1,9,0,80,8.89,23
"
Hallsville",140,0,7,2,80,11.43,Simon Kenton,135,0,8,1,60,7.50,17
"
Darien C",110,0,7,0,40,5.71,Rock Bridge B,105,0,7,1,40,5.71,20
"
William Fremd B",240,1,9,3,150,15.00,Francis Parker (IL),235,0,9,1,150,16.67,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Westview",560,4,15,0,350,18.42,Gate City,25,0,1,1,20,20.00,20
"
Carmel A",580,8,9,0,370,21.76,Montgomery Blair,100,3,1,5,70,17.50,21
"
Strake Jesuit A",505,7,10,0,300,17.65,Leland,70,2,1,2,40,13.33,20
"
Mira Loma A",440,3,12,3,290,19.33,Westside,50,0,3,2,30,10.00,19
"
Hunter A",580,10,6,2,380,23.75,Raleigh Charter,195,3,5,0,100,12.50,24
"
Livingston A",460,5,10,1,290,19.33,Hastings,95,0,5,5,70,14.00,21
"
Darien A",460,7,9,1,270,16.88,Wayzata A,110,2,1,4,90,30.00,21
"
Northmont",465,2,14,1,300,18.75,Santa Monica,120,0,5,4,90,18.00,21
"
Detroit Country Day A",535,9,7,4,350,21.88,Mira Loma B,245,4,3,1,160,22.86,23
"
Hopkins",335,1,12,0,200,15.38,Burnsville,45,2,0,1,20,10.00,18
"
Minnetonka",375,1,15,2,220,13.75,Hallsville,90,0,3,0,60,20.00,20
"
Morgantown A",345,3,11,2,200,14.29,Cookeville,60,0,4,2,30,7.50,20
"
Lindbergh B",380,4,10,2,230,16.43,Trinity,105,1,4,2,60,12.00,21
"
William Fremd A",435,5,9,2,280,20.00,Del Norte,195,3,3,0,120,20.00,20
"
Cinco Ranch B",340,4,8,2,210,17.50,Darien B,105,1,4,4,70,14.00,21
"
Lee's Summit",250,0,13,0,120,9.23,Grand Junction B,20,0,2,2,10,5.00,20
"
Wayzata C",255,3,8,4,150,13.64,East Hamilton,30,0,3,0,0,0.00,21
"
Caddo Magnet A",490,6,8,0,320,22.86,Cedar Crest,275,4,5,1,170,18.89,24
"
Detroit Catholic Central A",400,6,7,0,240,18.46,Canyon Crest A,185,2,5,3,120,17.14,20
"
LASA",340,3,8,1,220,20.00,Mountain View,135,0,6,1,80,13.33,17
"
Barrington A",485,11,3,2,300,21.43,Richard Montgomery A,285,4,5,1,180,20.00,24
"
Mounds Park",310,2,10,2,190,15.83,St. Pius X,115,1,5,0,50,8.33,23
"
Francis Parker (IL)",345,0,12,1,230,19.17,Lake Highland,160,1,7,5,100,12.50,22
"
High Tech",295,2,9,1,180,16.36,Paideia,115,2,3,5,80,16.00,18
"
Lakota West",315,4,8,1,180,15.00,Manheim Township B,140,0,6,2,90,15.00,20
"
Faith Lutheran",240,0,12,2,130,10.83,Detroit Country Day B,65,0,4,3,40,10.00,23
"
East Chapel Hill",390,4,9,2,250,19.23,Seven Lakes,220,2,6,2,140,17.50,22
"
duPont Manual",320,2,12,2,180,12.86,Morris A,150,0,7,2,90,12.86,22
"
Winston Churchill B",265,3,8,2,150,13.64,Kellenberg,110,0,5,2,70,14.00,19
"
Westminster",290,2,8,2,190,19.00,Marist,145,1,6,2,80,11.43,19
"
Livingston B",245,2,8,3,150,15.00,Catholic A,105,0,5,1,60,12.00,17
"
Rock Bridge A",265,1,10,0,150,13.64,Naperville North,130,0,6,2,80,13.33,19
"
Buckingham County",245,0,11,1,140,12.73,Cloverleaf,110,1,5,1,50,8.33,22
"
Copley A",305,4,9,3,170,13.08,Bloomington,175,4,3,3,100,14.29,22
"
Cinco Ranch A",360,2,10,2,240,20.00,Beavercreek,230,3,6,5,150,16.67,21
"
McLean A",395,4,8,1,260,21.67,Solon A,270,3,6,3,180,20.00,21
"
Hoover A",390,5,7,3,260,21.67,Winston Churchill A,265,3,6,2,170,18.89,21
"
Manheim Township A",305,1,11,2,190,15.83,Mason,180,2,4,2,120,20.00,20
"
St. Paul Academy",255,3,7,6,170,17.00,St. Thomas,135,0,7,1,70,10.00,21
"
Grand Junction A",250,0,10,2,160,16.00,Riverside,130,1,6,1,60,8.57,20
"
Aiken",240,1,10,1,130,11.82,Troy (NY),130,0,5,2,90,18.00,16
"
Carbondale",245,0,10,1,150,15.00,Hoover B,140,3,3,3,80,13.33,20
"
Thomas Jefferson Classical (NC)",205,0,10,1,110,11.00,Barrington C,105,1,4,4,70,14.00,19
"
International Academy Okma (Bloomfield Hills, MI)",275,3,9,2,150,12.50,Darien C,180,1,7,1,100,12.50,21
"
Athens",240,2,9,0,120,10.91,Norfolk Academic Guild,160,1,6,1,90,12.86,21
"
Aurora",170,0,8,2,100,12.50,Cinco Ranch C,90,2,4,2,30,5.00,19
"
Southside (SC)",235,5,4,0,120,13.33,Chamblee Charter,160,0,7,2,100,14.29,18
"
Cave Spring",245,0,10,1,150,15.00,McLean B,170,1,7,3,100,12.50,20
"
Hinsdale Central B",200,1,8,3,120,13.33,Orange County,125,3,3,4,70,11.67,20
"
Rancho Bernardo",305,4,8,3,180,15.00,"St. Joseph Central (St. Joseph, MO)",230,2,7,0,130,14.44,21
"
Elkhorn South",260,0,10,0,160,16.00,Dunbar B,190,2,5,0,110,15.71,19
"
Centennial A",270,2,7,2,180,20.00,Barrington B,200,2,6,4,130,16.25,19
"
Caddo Magnet B",225,1,10,2,120,10.91,Providence,160,0,7,2,100,14.29,21
"
Staples",275,2,10,1,150,12.50,Hudson,215,1,8,2,130,14.44,24
"
Simon Kenton",145,0,8,3,80,10.00,Eastlake,85,0,6,1,30,5.00,22
"
John Adams",175,0,7,1,110,15.71,Berwick A,120,0,7,0,50,7.14,19
"
Richard Montgomery B",235,4,6,3,130,13.00,Catholic B,180,1,7,1,100,12.50,22
"
Wade Hampton",230,0,10,2,140,14.00,Greenhill A (TX),185,1,7,2,110,13.75,20
"
Wissahickon",310,3,7,1,200,20.00,William Fremd B,265,2,7,1,170,18.89,20
"
Ysleta",190,0,8,0,110,13.75,William Fremd C,145,0,7,1,80,11.43,21
"
Providence Day",145,1,7,0,60,7.50,DeWitt,100,0,5,4,70,14.00,22
"
Strake Jesuit B",215,0,9,1,130,14.44,Burlington,175,1,7,2,100,12.50,17
"
Morris B",135,0,9,1,50,5.56,Farmington Hills Mercy,95,0,6,1,40,6.67,22
"
Northwest Guilford",175,1,7,0,90,11.25,Canyon Crest B,140,1,6,5,90,12.86,22
"
Rock Bridge B",75,0,6,3,30,5.00,Western Dubuque,50,0,4,0,10,2.50,22
"
Carlisle",195,2,7,1,100,11.11,Lee's Summit West,170,0,7,2,110,15.71,19
"
Lafayette Christian",80,0,5,0,30,6.00,Jefferson,55,0,4,1,20,5.00,20
"
Myers Park",160,0,8,0,80,10.00,Bishop Kelley,135,0,7,3,80,11.43,21
"
Centennial C",290,3,8,3,180,16.36,Saint Agnes,270,2,9,0,150,13.64,23
"
Jackson Academy",100,0,5,0,50,10.00,Irvin,80,0,5,0,30,6.00,17
"
Clark",195,1,7,4,130,16.25,LAMP,175,0,8,1,100,12.50,22
"
Hunter B",285,4,7,1,160,14.55,Carnegie Vanguard,265,1,8,2,180,20.00,20
"
DeLaSalle",195,3,4,0,110,15.71,Morgantown B,175,1,6,2,110,15.71,19
"
North Kansas City",215,2,7,1,120,13.33,Saratoga Springs (NY),200,1,7,3,130,16.25,20
"
Copley B",185,2,7,3,100,11.11,Massey Hill Classical,170,1,7,1,90,11.25,21
"
Carmel B",255,5,4,2,150,16.67,Harker,240,3,6,1,140,15.56,18
"
Hinsdale Central A (OT)",310,6,6,2,170,17.00,Wayzata B,295,1,12,2,170,14.17,26
"
Centennial B",205,1,7,2,130,16.25,Edison Academy,195,2,7,5,120,13.33,20
"
Park Tudor",145,1,5,0,80,13.33,Detroit Country Day C,140,1,6,1,70,10.00,17
"
Freeman",165,0,7,1,100,14.29,Sylvania Northview (OH),160,2,6,2,80,10.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Barrington A",685,13,5,2,450,25.00,Montgomery Blair,80,0,4,2,50,12.50,24
"
Darien B",435,2,13,1,280,18.67,Livingston B,75,0,4,3,50,12.50,21
"
Cedar Crest",435,8,7,1,250,16.67,Cave Spring,80,1,3,1,40,10.00,21
"
Hunter A",550,5,11,1,370,23.12,Caddo Magnet A,210,4,4,4,130,16.25,24
"
St. Thomas",320,2,12,0,170,12.14,Clark,25,0,2,1,10,5.00,18
"
Wayzata A",380,8,4,6,250,20.83,Wade Hampton,85,1,4,4,50,10.00,23
"
Carnegie Vanguard",325,5,7,2,190,15.83,Morris B,30,0,3,0,0,0.00,21
"
Harker",370,2,11,2,240,18.46,Southside (SC),80,2,2,0,30,7.50,21
"
Santa Monica",410,2,13,2,260,17.33,Westminster,125,0,5,3,90,18.00,21
"
Hinsdale Central A",385,2,12,1,240,17.14,Solon A,100,0,5,4,70,14.00,19
"
Livingston A",440,6,8,0,270,19.29,Hoover A,175,3,3,4,120,20.00,21
"
Strake Jesuit A",405,2,12,1,260,18.57,William Fremd B,140,1,5,3,90,15.00,20
"
Mira Loma A",390,3,10,3,260,20.00,High Tech,150,1,6,3,90,12.86,21
"
Winston Churchill A",350,2,11,4,230,17.69,Centennial C,115,0,6,1,60,10.00,22
"
Detroit Country Day A",390,5,7,5,270,22.50,Carmel A,160,1,6,3,100,14.29,19
"
Hunter B",280,0,11,2,180,16.36,Riverside,60,0,4,2,30,7.50,22
"
Barrington C",290,2,10,2,170,14.17,Providence Day,70,0,4,2,40,10.00,23
"
DeLaSalle",295,2,10,1,170,14.17,Edison Academy,90,1,3,5,70,17.50,17
"
Providence",265,0,12,3,160,13.33,Simon Kenton,70,0,4,0,30,7.50,23
"
Raleigh Charter",330,4,7,2,210,19.09,St. Paul Academy,140,1,5,3,90,15.00,19
"
Greenhill A (TX)",255,0,12,3,150,12.50,Athens,95,1,4,4,60,12.00,19
"
Irvin",180,0,10,0,80,8.00,Jefferson,25,0,3,1,0,0.00,20
"
Caddo Magnet B",230,2,8,0,120,12.00,Leland,90,0,5,2,50,10.00,19
"
Gate City",225,2,9,3,120,10.91,St. Pius X,85,0,5,1,40,8.00,22
"
McLean A",315,3,8,2,200,18.18,Detroit Catholic Central A,185,5,2,2,100,14.29,21
"
Lindbergh B",315,2,10,5,210,17.50,Strake Jesuit B,185,1,6,2,120,17.14,22
"
Elkhorn South",250,1,10,1,140,12.73,"St. Joseph Central (St. Joseph, MO)",135,1,6,4,80,11.43,23
"
Copley B",210,0,10,4,130,13.00,Catholic B,95,0,5,1,50,10.00,19
"
Western Dubuque",145,1,7,2,70,8.75,Lafayette Christian,35,0,3,1,10,3.33,20
"
Bishop Kelley",205,0,11,1,100,9.09,Saratoga Springs (NY),95,0,5,1,50,10.00,20
"
Westview",280,2,8,0,170,17.00,Trinity,175,2,5,3,110,15.71,18
"
Norfolk Academic Guild",225,2,8,3,130,13.00,Northwest Guilford,120,0,6,0,60,10.00,21
"
International Academy Okma (Bloomfield Hills, MI)",240,2,8,2,140,14.00,Hudson,140,2,5,2,70,10.00,23
"
Hopkins",245,1,9,0,140,14.00,Darien C,145,1,6,2,80,11.43,21
"
Canyon Crest B",175,0,9,5,110,12.22,Farmington Hills Mercy,80,0,5,0,30,6.00,21
"
Carlisle",255,1,8,0,160,17.78,Lake Highland,160,1,7,3,90,11.25,20
"
Troy (NY)",170,2,7,2,80,8.89,Detroit Country Day C,85,1,3,2,50,12.50,20
"
Morris A",195,1,8,2,110,12.22,Thomas Jefferson Classical (NC),110,1,5,3,60,10.00,21
"
Morgantown B",205,1,8,2,120,13.33,Massey Hill Classical,120,1,5,1,60,10.00,19
"
DeWitt",185,1,8,2,100,11.11,Lee's Summit,105,0,5,3,70,14.00,22
"
LAMP",195,0,10,1,100,10.00,Wayzata C,115,1,5,2,60,10.00,20
"
Cinco Ranch A",260,3,6,1,160,17.78,Wissahickon,185,2,5,3,120,17.14,18
"
Aiken",180,0,8,0,100,12.50,Westside,110,2,4,4,60,10.00,16
"
Wayzata B",260,2,9,2,150,13.64,Carbondale,195,1,7,2,120,15.00,20
"
Orange County",175,1,8,4,100,11.11,Park Tudor,110,0,6,2,60,10.00,18
"
Sylvania Northview (OH)",205,0,9,1,120,13.33,Manheim Township B,140,0,7,2,80,11.43,21
"
duPont Manual",220,1,8,1,130,14.44,Naperville North,160,1,6,3,100,14.29,19
"
Copley A",210,0,9,2,130,14.44,Hinsdale Central B,150,2,6,4,80,10.00,18
"
Detroit Country Day B",140,0,6,2,90,15.00,East Hamilton,80,0,5,0,30,6.00,23
"
Bloomington",260,4,6,4,160,16.00,Freeman,200,1,7,1,120,15.00,20
"
Marist",160,0,8,0,80,10.00,Lee's Summit West,100,0,6,4,60,10.00,19
"
Hallsville",185,0,9,1,100,11.11,Myers Park,125,1,5,0,60,10.00,20
"
Mason",205,0,9,5,140,15.56,Buckingham County,150,1,6,1,80,11.43,21
"
Hastings",265,1,9,4,180,18.00,Staples,215,0,8,1,140,17.50,19
"
Minnetonka",210,0,10,2,120,12.00,Mountain View,160,1,7,3,90,11.25,21
"
Carmel B",235,2,7,1,140,15.56,Richard Montgomery A,185,3,5,6,120,15.00,18
"
Grand Junction A",225,0,10,1,130,13.00,Seven Lakes,175,1,7,4,110,13.75,19
"
Morgantown A",240,1,9,3,150,15.00,Kellenberg,195,0,9,1,110,12.22,21
"
Jackson Academy",120,0,6,0,60,10.00,Grand Junction B,75,1,3,2,40,10.00,21
"
Centennial B",200,0,8,0,120,15.00,Richard Montgomery B,160,0,8,4,100,12.50,21
"
Mira Loma B",315,5,6,4,200,18.18,William Fremd A,280,2,8,4,190,19.00,24
"
LASA",265,6,4,1,140,14.00,Canyon Crest A,235,1,8,2,150,16.67,22
"
Eastlake",140,1,5,1,80,13.33,William Fremd C,110,0,8,4,50,6.25,20
"
Northmont",245,2,8,3,150,15.00,Francis Parker (IL),220,3,5,3,140,17.50,20
"
Paideia (OT)",195,0,10,5,120,15.00,Lakota West,175,0,7,1,110,15.71,22
"
Beavercreek",210,0,10,4,130,13.00,Cinco Ranch B,190,1,8,1,100,11.11,22
"
Mounds Park",270,3,9,1,140,11.67,Burlington,255,1,8,0,160,17.78,24
"
Berwick A",125,0,6,1,70,11.67,North Kansas City,110,1,5,1,50,8.33,21
"
Rancho Bernardo (OT)",255,1,11,4,150,15.00,Centennial A,240,0,11,4,150,15.00,24
"
Burnsville",150,0,8,2,80,10.00,Cloverleaf,135,1,5,2,80,13.33,23
"
Barrington B",205,2,5,1,130,18.57,Aurora,190,2,7,2,100,11.11,22
"
Chamblee Charter",220,1,9,1,120,12.00,Winston Churchill B,210,2,6,2,130,16.25,21
"
Cookeville",105,0,7,5,60,8.57,Rock Bridge B,95,1,5,2,40,6.67,21
"
Faith Lutheran",190,0,9,0,100,11.11,Hoover B,185,1,9,2,90,9.00,20
"
McLean B",145,0,8,7,100,12.50,John Adams,140,1,6,1,70,10.00,21
"
Cinco Ranch C",150,1,7,1,70,8.75,Dunbar B,145,0,7,1,80,11.43,18
"
Saint Agnes",185,3,4,0,100,14.29,Manheim Township A,180,1,8,3,100,11.11,19
"
East Chapel Hill",255,0,9,1,170,18.89,Darien A,250,6,3,4,150,16.67,19
"
Rock Bridge A",245,2,8,3,150,15.00,Del Norte,240,3,6,5,160,17.78,21
"
Ysleta",165,0,6,1,110,18.33,Catholic A,160,1,7,3,90,11.25,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Kinkaid",625,10,10,1,380,19.00,Bainbridge,25,0,1,1,20,20.00,22
"
Thomas Jefferson Science & Tech A (VA)",625,10,9,3,400,21.05,Bronx Science,25,0,1,1,20,20.00,23
"
Dunbar A",570,5,13,1,370,20.56,Archie,20,0,1,0,10,10.00,22
"
Maggie Walker Governor's School A",495,4,14,1,300,16.67,Berwick B,40,0,2,0,20,10.00,22
"
Saratoga (CA)",525,6,11,1,330,19.41,Dorman,90,1,2,3,70,23.33,20
"
University Lab (IL)",530,8,10,0,310,17.22,Woodland,105,2,2,1,60,15.00,23
"
Stanford Online",425,1,14,0,270,18.00,Maggie Walker Governor's School B,5,0,1,3,10,10.00,16
"
Rockford Auburn",475,5,10,2,310,20.67,Chattahoochee D,115,0,5,1,70,14.00,21
"
Buffalo Grove",540,7,9,3,360,22.50,Yukon,185,0,6,1,130,21.67,24
"
White Station A",380,2,13,0,220,14.67,Greenhill B (TX),25,0,2,1,10,5.00,18
"
Belmont",455,6,9,3,290,19.33,Solon B,115,1,3,2,80,20.00,20
"
Ladue",475,5,11,0,290,18.12,Greenville (SC),140,2,4,2,80,13.33,22
"
Bellaire",420,7,7,1,250,17.86,Atkins Academic & Technology,130,1,4,1,80,16.00,21
"
Mississippi Math and Science",355,2,12,3,220,15.71,Oak Grove,70,0,4,0,30,7.50,21
"
Heights (TX)",340,1,13,1,200,14.29,Las Cruces,75,0,4,1,40,10.00,19
"
John P. Stevens",395,7,6,0,230,17.69,Bellarmine College Prep,150,0,6,2,100,16.67,19
"
Grissom",315,2,12,1,170,12.14,"International Academy East (Troy, MI)",70,0,4,0,30,7.50,20
"
Lightridge",310,0,14,2,180,12.86,Jordan,75,0,4,1,40,10.00,18
"
St. John's (TX)",365,4,10,1,210,15.00,Houston Academy,135,0,5,1,90,18.00,21
"
Chattahoochee A",395,3,11,2,250,17.86,Adlai E. Stevenson A,170,2,6,2,90,11.25,23
"
Princess Anne",320,3,9,1,190,15.83,Manheim Township C,100,0,5,0,50,10.00,18
"
Saline",330,0,12,0,210,17.50,North Babylon,110,0,5,4,80,16.00,18
"
Cleveland Heights (OH)",385,3,9,0,250,20.83,James Island,170,1,7,1,90,11.25,20
"
Hickory Ridge",305,0,13,1,180,13.85,El Reno,90,0,4,0,50,12.50,19
"
Johns Creek A",365,4,9,3,230,17.69,Baton Rouge Episcopal,150,2,4,0,80,13.33,20
