Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
DeLaSalle",205,0,9,3,130,14.44,Cistercian B,95,0,4,1,60,15.00,19
"
St. Joseph Central B",190,0,8,0,110,13.75,Arab,80,0,5,2,40,8.00,19
"
McLean A",320,1,10,3,220,20.00,Providence,215,0,8,1,140,17.50,21
"
Darien B",260,0,10,2,170,17.00,Oswego East,155,0,7,1,90,12.86,19
"
North Gwinnett",240,0,10,2,150,15.00,Cinco Ranch B,140,0,6,2,90,15.00,19
"
Southside B",235,1,9,2,140,14.00,Maine East,140,0,6,2,90,15.00,21
"
Centennial B",230,3,8,3,120,10.91,Wade Hampton,135,1,6,2,70,10.00,22
"
Johns Creek C",165,0,9,1,80,8.89,"Troy (Fullerton, CA)",70,0,5,2,30,6.00,20
"
McLean B",235,0,9,1,150,16.67,Catholic,145,0,7,3,90,12.86,19
"
Dutch Fork B",180,0,8,0,100,12.50,Holton,95,0,5,1,50,10.00,19
"
Farmington Hills Mercy",205,0,10,1,110,11.00,Northmont B,120,0,7,0,50,7.14,22
"
John Adams A",210,1,7,1,130,16.25,Macomb,130,0,8,0,50,6.25,22
"
Wayzata B",260,2,7,6,190,21.11,LAMP,180,0,8,0,100,12.50,19
"
Westminster A",265,0,10,1,170,17.00,Harker A,190,1,6,1,120,17.14,18
"
Benet Academy",225,1,9,0,120,12.00,Lake Braddock,155,2,3,1,100,20.00,21
"
Westminster B",235,1,8,0,140,15.56,Hopkins,170,0,7,2,110,15.71,20
"
Central Hardin",275,0,11,1,170,15.45,Harker B,210,1,7,1,130,16.25,19
"
Johns Creek B",200,0,8,2,130,16.25,Centennial C,135,0,6,3,90,15.00,21
"
Greenhill",355,2,9,3,250,22.73,Richard Montgomery A,300,2,7,4,220,24.44,22
"
Champlain Valley",225,0,9,1,140,15.56,Mounds Park,175,1,6,2,110,15.71,20
"
Decatur",255,0,11,1,150,13.64,Dunbar B,210,1,6,1,140,20.00,20
"
Centennial A",300,0,11,2,200,18.18,Wando A,260,1,8,3,180,20.00,20
"
Silver Spring Scholars B",215,0,9,1,130,14.44,Flowery Branch,180,0,7,0,110,15.71,20
"
Wayzata E",135,0,6,1,80,13.33,Western Dubuque,100,0,5,2,60,12.00,17
"
Solon A",340,4,7,2,220,20.00,Beavercreek,330,3,8,1,210,19.09,22
"
Canyon Crest B",210,0,8,0,130,16.25,Wissahickon,200,0,8,2,130,16.25,20
"
St. Joseph Central A",265,3,7,0,150,15.00,Raleigh Charter,260,1,8,1,170,18.89,20
"
Northfield",190,1,7,1,110,13.75,BASIS McLean,185,1,7,0,100,12.50,19
"
St. Vincent-St. Mary",180,0,8,2,110,13.75,Great Valley B,175,0,8,5,120,15.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
James E. Taylor",510,3,15,1,320,17.78,Central Hardin,35,0,2,3,30,15.00,20
"
Manheim Township A",455,6,9,1,280,18.67,Canyon Crest A,90,1,4,3,50,10.00,22
"
Detroit Country Day A",525,9,6,2,340,22.67,Southside A,225,2,6,1,140,17.50,23
"
Chelsea",340,1,12,3,220,16.92,Chamblee Charter,50,0,3,2,30,10.00,19
"
Harker B",305,1,11,2,190,15.83,Wayzata G,35,0,2,1,20,10.00,19
"
Richard Montgomery A",495,8,6,3,330,23.57,St. Joseph Central A,240,3,5,1,150,18.75,23
"
Dunbar B",365,3,9,0,230,19.17,North Kansas City,125,0,6,1,70,11.67,19
"
Great Valley B",300,4,8,2,170,14.17,Detroit Country Day B,70,0,5,0,20,4.00,20
"
Cedar Crest",320,4,8,2,190,15.83,Copley,105,0,6,5,70,11.67,20
"
Solon A",450,8,6,2,280,20.00,Greenhill,240,3,5,3,160,20.00,22
"
Henderson County (Henderson, KY)",350,2,11,0,210,16.15,Eden Prairie A,150,3,4,5,90,12.86,21
"
Raleigh Charter",320,2,10,2,200,16.67,Southside B,125,1,5,0,60,10.00,18
"
McLean A",370,2,9,0,250,22.73,Okemos,180,1,6,3,120,17.14,18
"
Wando A",310,1,10,3,210,19.09,Benet Academy,120,1,3,1,80,20.00,20
"
Cistercian B",235,0,11,1,130,11.82,Dutch Fork B,45,0,4,1,10,2.50,20
"
Edgewood",220,1,11,3,110,9.17,Wando B,40,0,3,4,30,10.00,21
"
Glasgow",380,3,9,1,250,20.83,Vista Del Lago A,205,1,7,4,140,17.50,20
"
South Burlington",315,4,8,3,190,15.83,John Adams A,140,0,6,0,80,13.33,24
"
Cistercian C",310,3,8,1,190,17.27,Friends Select B,135,0,6,1,80,13.33,20
"
Darien A",365,8,4,5,230,19.17,Centennial A,195,2,6,1,110,13.75,23
"
Strake Jesuit B",350,4,8,2,220,18.33,Canyon Crest B,185,1,7,2,110,13.75,23
"
Johns Creek A",255,3,7,2,150,15.00,Eden Prairie B,90,0,4,2,60,15.00,16
"
Beavercreek",365,7,5,2,220,18.33,Silver Spring Scholars A,205,1,6,2,140,20.00,19
"
Farmington Hills Mercy",215,1,10,0,100,9.09,"Troy (Fullerton, CA)",60,1,1,1,40,20.00,17
"
BASIS McLean",205,2,7,3,120,13.33,Weston,55,0,3,1,30,10.00,17
"
Decatur",280,4,6,2,170,17.00,St. Louis Park,135,1,5,2,80,13.33,22
"
Ysleta",180,0,9,0,90,10.00,Grand Junction A,40,0,4,4,20,5.00,21
"
Jesuit",250,1,10,3,150,13.64,McLean B,115,0,4,1,80,20.00,17
"
Wissahickon",280,2,10,0,150,12.50,Centennial B,145,1,5,2,90,15.00,19
"
Dunbar A",250,4,6,0,130,13.00,Westminster B,120,1,3,1,80,20.00,14
"
Wayzata C",245,1,9,2,150,15.00,Cistercian A,115,3,2,4,70,14.00,19
"
Oswego East",200,1,9,1,100,10.00,Wade Hampton,75,0,5,3,40,8.00,19
"
Wayzata A",370,7,4,3,240,21.82,White Station A,250,2,7,2,160,17.78,20
"
Mounds Park",200,2,7,2,110,12.22,Johns Creek C,85,0,5,1,40,8.00,21
"
Lambert",480,8,5,2,320,24.62,Great Valley A,370,6,5,2,240,21.82,24
"
Friends Select A",275,0,12,1,160,13.33,Maine East,165,0,7,1,100,14.29,22
"
East Chapel Hill A",340,6,5,2,210,19.09,Saratoga,240,3,4,1,160,22.86,21
"
Staples",255,0,9,3,180,20.00,Wilton,155,0,8,3,90,11.25,21
"
Thomas Jefferson Classical",290,1,10,1,180,16.36,Northfield,195,2,6,1,110,13.75,20
"
Hopkins",275,4,5,1,170,18.89,Myers Park,180,1,6,1,110,15.71,22
"
Ithaca",310,2,9,2,200,18.18,Providence,220,0,9,2,140,15.56,20
"
Sparkman",240,1,9,1,140,14.00,St. Vincent-St. Mary,150,0,7,4,100,14.29,20
"
Arab",140,0,8,2,70,8.75,Holton,50,0,4,0,10,2.50,18
"
Fletcher",160,1,6,1,90,12.86,DeLaSalle,80,0,5,4,50,10.00,16
"
Carbondale",240,1,9,3,150,15.00,Champlain Valley,165,0,8,1,90,11.25,19
"
East Grand Rapids",185,1,8,0,90,10.00,Grand Junction B,110,2,4,2,50,8.33,21
"
Thales Academy-Rolesville",175,0,9,1,90,10.00,Eastlake,105,1,4,2,60,12.00,19
"
Coalgate",165,1,8,0,70,7.78,Flowery Branch,100,0,6,0,40,6.67,19
"
Berwick",150,0,7,0,80,11.43,Centennial C,90,0,6,6,60,10.00,19
"
Harker A",250,1,9,1,150,15.00,Wayzata B,195,1,7,4,130,16.25,18
"
Lake Braddock",215,0,10,1,120,12.00,Darien B,160,1,6,3,100,14.29,19
"
Manheim Township B",190,2,6,0,100,12.50,Cinco Ranch B,135,1,6,2,70,10.00,19
"
Loyola Academy",180,0,7,0,110,15.71,Wayzata F,135,1,6,0,60,8.57,17
"
Paideia",250,1,9,1,150,15.00,Johns Creek B,210,2,6,2,130,16.25,22
"
Westminster A",305,2,8,1,200,20.00,Mira Loma,270,4,6,6,180,18.00,23
"
Northmont A",230,0,10,0,130,13.00,Hewitt-Trussville,200,1,7,1,120,15.00,18
"
Silver Spring Scholars B",215,1,9,2,120,12.00,Macomb,185,1,7,2,110,13.75,20
"
Wayzata D",120,0,6,0,60,10.00,Northmont B,95,0,6,1,40,6.67,17
"
Catholic",185,1,7,6,130,16.25,Wayzata E,165,0,8,3,100,12.50,21
"
St. Joseph Central B",115,0,7,1,50,7.14,Western Dubuque,95,0,5,1,50,10.00,18
"
Cinco Ranch A",320,7,4,3,190,17.27,Livingston,305,5,7,0,160,13.33,24
"
Emmaus",165,2,6,3,90,11.25,Vista Del Lago B,150,0,7,0,80,11.43,19
"
North Gwinnett (OT)",220,0,11,2,120,13.33,Dutch Fork A,210,2,7,2,120,15.00,21
"
LAMP",155,0,7,1,90,12.86,Mandarin,145,1,6,0,70,10.00,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Richard Montgomery A",500,6,10,2,320,20.00,Darien A,65,1,2,6,60,20.00,21
"
Copley",400,1,15,3,250,15.62,LAMP,50,0,2,2,40,20.00,21
"
McLean B",355,2,12,1,210,15.00,Berwick,50,0,2,0,30,15.00,20
"
Lambert",475,9,6,4,300,20.00,Solon A,175,2,4,3,120,20.00,21
"
Wilton",305,2,11,1,170,13.08,Wayzata C,55,0,3,3,40,13.33,21
"
Saratoga",450,9,5,3,280,20.00,"Henderson County (Henderson, KY)",215,2,5,3,150,21.43,23
"
Wissahickon",305,3,10,2,170,13.08,John Adams A,75,1,3,0,30,7.50,22
"
Providence",330,4,9,0,180,13.85,East Grand Rapids,110,1,2,1,80,26.67,23
"
Strake Jesuit B",330,4,9,2,190,14.62,Jesuit,115,0,4,1,80,20.00,19
"
East Chapel Hill A",390,3,10,1,250,19.23,Westminster A,180,2,5,2,110,15.71,20
"
Weston",250,1,10,1,140,12.73,Oswego East,40,1,2,1,10,3.33,18
"
Mandarin",225,0,9,1,140,15.56,Wayzata E,15,1,0,4,20,20.00,21
"
St. Louis Park",300,2,9,2,190,17.27,BASIS McLean,95,1,4,2,50,10.00,23
"
Eden Prairie B",265,2,10,3,150,12.50,Johns Creek C,60,0,3,2,40,13.33,20
"
Wayzata B",310,2,9,2,200,18.18,Fletcher,110,1,4,1,60,12.00,21
"
Beavercreek",475,6,8,1,310,22.14,Detroit Country Day A,295,6,4,5,190,19.00,24
"
Wando A",310,1,11,3,200,16.67,St. Joseph Central A,140,3,3,3,80,13.33,19
"
Loyola Academy",245,1,10,0,130,11.82,North Kansas City,80,0,4,2,50,12.50,19
"
Johns Creek B",270,1,10,3,170,15.45,Catholic,110,1,5,3,60,10.00,20
"
Vista Del Lago B",220,0,11,2,120,10.91,Farmington Hills Mercy,60,0,3,0,30,10.00,19
"
Centennial B",245,2,8,5,160,16.00,Coalgate,90,0,5,0,40,8.00,19
"
James E. Taylor",305,1,11,2,190,15.83,Carbondale,160,2,5,4,100,14.29,20
"
Vista Del Lago A",255,2,8,5,170,17.00,Johns Creek A,115,1,5,4,70,11.67,21
"
Grand Junction B",200,1,10,1,90,8.18,Thales Academy-Rolesville,60,0,4,0,20,5.00,20
"
Dutch Fork B",220,2,8,0,110,11.00,Detroit Country Day B,85,0,4,1,50,12.50,23
"
South Burlington",275,6,6,1,130,10.83,Southside A,155,4,3,5,90,12.86,21
"
Dunbar B",285,2,8,1,180,18.00,Northfield,165,0,9,1,80,8.89,20
"
Hewitt-Trussville",275,4,6,1,160,16.00,Lake Braddock,160,1,6,1,90,12.86,21
"
Hopkins",275,3,8,2,160,14.55,Dutch Fork A,165,1,7,4,100,12.50,23
"
Westminster B",225,1,7,2,150,18.75,Manheim Township B,120,1,5,1,60,10.00,18
"
Cistercian A",180,3,5,3,100,12.50,DeLaSalle,75,0,6,1,20,3.33,20
"
Wayzata D",200,0,8,2,130,16.25,Grand Junction A,95,2,3,1,40,8.00,22
"
Western Dubuque",200,1,9,1,100,10.00,Wando B,95,2,2,3,60,15.00,18
"
Centennial A",245,2,7,3,160,17.78,Thomas Jefferson Classical,145,1,6,2,80,11.43,18
"
Okemos",270,2,8,2,170,17.00,North Gwinnett,180,1,7,3,110,13.75,20
"
Chelsea",270,2,9,2,160,14.55,Livingston,185,2,6,3,110,13.75,22
"
Darien B",235,3,5,2,150,18.75,Cistercian B,150,0,8,2,80,10.00,22
"
Central Hardin",290,3,8,3,180,16.36,Sparkman,210,0,8,0,130,16.25,20
"
Benet Academy",205,1,8,2,120,13.33,Emmaus,125,1,5,4,80,13.33,22
"
Macomb",220,2,7,2,130,14.44,Centennial C,140,1,6,3,80,11.43,21
"
Wade Hampton",180,2,5,4,120,17.14,Arab,105,1,4,2,60,12.00,23
"
McLean A",350,5,7,1,210,17.50,Greenhill,285,4,6,3,180,18.00,23
"
Paideia",270,2,8,2,170,17.00,Cedar Crest,205,2,6,1,120,15.00,23
"
Champlain Valley",160,1,7,1,80,10.00,Friends Select A,100,1,3,3,70,17.50,20
"
Cinco Ranch B",180,1,7,1,100,12.50,Edgewood,120,1,4,1,70,14.00,19
"
Friends Select B",155,0,7,1,90,12.86,St. Joseph Central B,95,0,5,1,50,10.00,21
"
Cinco Ranch A",290,3,6,3,200,22.22,Manheim Township A,235,2,8,3,140,14.00,23
"
Canyon Crest A",260,2,8,0,150,15.00,Dunbar A,205,1,7,4,140,17.50,21
"
Raleigh Charter",320,6,4,2,200,20.00,Glasgow,265,4,5,1,160,17.78,20
"
Wayzata F",165,0,7,1,100,14.29,"Troy (Fullerton, CA)",110,0,6,2,60,10.00,21
"
Myers Park",155,1,6,2,90,12.86,Ysleta,105,1,4,0,50,10.00,19
"
Southside B",170,0,8,0,90,11.25,Mounds Park,125,1,5,4,80,13.33,22
"
Great Valley A",355,6,5,3,230,20.91,Wayzata A,315,5,5,2,200,20.00,22
"
Harker B",215,4,4,1,120,15.00,Eden Prairie A,180,2,6,6,120,15.00,22
"
Cistercian C",210,3,4,1,130,18.57,Chamblee Charter,180,2,7,2,90,10.00,20
"
Flowery Branch",150,0,7,0,80,11.43,Eastlake,120,1,5,1,60,10.00,21
"
Northmont B",85,1,4,2,40,8.00,Holton,60,0,4,0,20,5.00,23
"
White Station A",210,2,6,4,140,17.50,Decatur,190,1,7,1,110,13.75,18
"
Staples",260,2,8,4,170,17.00,Harker A,240,2,8,2,140,14.00,23
"
St. Vincent-St. Mary",165,2,5,1,90,12.86,Maine East,145,0,8,5,90,11.25,21
"
Northmont A",265,3,6,0,160,17.78,Mira Loma,250,2,7,4,170,18.89,21
"
Canyon Crest B",160,1,7,1,80,10.00,Silver Spring Scholars B,145,1,6,4,90,12.86,20
"
Ithaca",270,3,7,1,160,16.00,Silver Spring Scholars A,265,4,5,3,170,18.89,21
"
Wayzata G",125,0,7,3,70,10.00,Great Valley B,120,1,5,1,60,10.00,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Freeman",590,6,12,2,390,21.67,John Adams B,35,0,2,1,20,10.00,22
"
IMSA",580,4,14,2,390,21.67,Chattahoochee F,40,0,3,2,20,6.67,21
"
Buffalo Grove",555,5,13,4,370,20.56,North Oconee,25,0,2,1,10,5.00,22
"
Arcadia",580,10,7,4,380,22.35,Burnsville C,70,1,2,1,40,13.33,23
"
Ridgewood A",530,5,13,3,340,18.89,Innovation Academy B,30,0,1,0,20,20.00,21
"
Baker",505,5,12,2,320,18.82,Burnsville A,15,0,1,1,10,10.00,19
"
Detroit Catholic Central A",480,3,14,3,310,18.24,Athens,-5,0,0,1,0,0.00,20
"
Thomas Jefferson Science & Tech A",515,7,9,4,340,21.25,Burnsville B,35,1,1,0,10,5.00,21
"
Carmel A",555,7,10,2,360,21.18,Jasper B,80,1,3,1,40,10.00,23
"
High Tech",505,6,11,5,330,19.41,Dothan,30,0,2,2,20,10.00,23
"
Barrington A",505,4,13,3,330,19.41,Hunter B,35,0,2,1,20,10.00,20
"
Seven Lakes",475,2,16,1,290,16.11,Winnebago,10,0,1,2,10,10.00,20
"
Kinkaid",505,5,10,4,350,23.33,Lightridge B,50,0,3,0,20,6.67,21
"
Homestead",505,4,13,3,330,19.41,Plano West B,75,1,2,0,40,13.33,21
"
East Brunswick",495,5,12,2,310,18.24,Portsmouth,70,1,3,1,30,7.50,22
"
Caddo Magnet",450,3,13,3,290,18.12,Chattahoochee D,30,0,2,0,10,5.00,21
"
University Lab",460,5,10,3,300,20.00,Kickapoo B,50,0,3,2,30,10.00,20
"
Adlai E. Stevenson A",435,7,8,4,270,18.00,"Clarke (Westbury, NY)",30,0,2,0,10,5.00,21
"
Stanton College Prep A",470,7,8,3,300,20.00,Chattahoochee C,70,1,3,5,50,12.50,22
"
Hoover A",435,4,13,3,260,15.29,International Academy Okma,35,0,2,1,20,10.00,21
"
Chattahoochee B",480,9,6,3,300,20.00,Alma Bryant,85,0,6,1,30,5.00,22
"
Strake Jesuit A",420,4,10,6,290,20.71,Great Valley D,45,0,4,3,20,5.00,20
"
Bellarmine College Prep",420,3,12,3,270,18.00,Lightridge A,50,0,3,0,20,6.67,21
"
Thomas Jefferson Science & Tech B",405,6,9,3,240,16.00,Ridgewood B,40,0,3,0,10,3.33,19
"
Ladue",435,7,8,2,260,17.33,Greater Atlanta Christian,70,1,3,1,30,7.50,21
"
Mission San Jose",335,1,13,6,220,15.71,Irvin,0,0,0,0,0,0.00,21
"
Santa Monica",390,5,9,3,240,17.14,Osbourn Park,55,0,4,1,20,5.00,20
"
Chattahoochee A",480,7,9,3,300,18.75,Hunter A,160,2,5,2,90,12.86,24
"
Langley",360,4,10,2,210,15.00,"Midtown Classical (Tallahassee, FL)",65,0,4,1,30,7.50,18
"
Winston Churchill",340,1,13,3,210,15.00,Thomas Jefferson Science & Tech F,55,0,3,1,30,10.00,20
"
Midtown (Atlanta, GA)",375,4,9,1,230,17.69,Detroit Catholic Central E,95,1,3,0,50,12.50,17
"
Clark (Las Vegas, NV)",365,1,13,2,230,16.43,Franklin,95,0,6,1,40,6.67,21
"
Irvington",365,5,8,4,230,17.69,Great Valley C,100,1,4,1,50,10.00,20
"
Troy (Troy, MI)",340,1,11,3,230,19.17,Chattahoochee E,85,1,4,2,40,8.00,18
"
Alexandria City",280,3,9,1,150,12.50,Saint Agnes,60,2,2,4,30,7.50,20
"
Morgantown",340,1,12,1,210,16.15,Wilmington Charter,125,1,3,2,90,22.50,18
"
Thomas Jefferson Science & Tech D",295,0,12,1,180,15.00,Allderdice,85,0,5,3,50,10.00,21
"
Plano West A",300,2,9,2,190,17.27,Ward Melville,105,0,6,1,50,8.33,22
"
Beaconsfield Scholars",320,1,11,1,200,16.67,Innovation Academy A,130,1,6,1,60,8.57,21
"
Grosse Pointe North",255,1,11,4,150,12.50,Carmel C,75,1,3,2,40,10.00,20
"
Moravian Academy",280,0,12,2,170,14.17,White Station C,100,0,5,0,50,10.00,18
"
Onalaska",235,1,10,2,130,11.82,Grissom B,80,0,5,2,40,8.00,22
"
Francis Parker",260,3,8,5,160,14.55,Detroit Catholic Central C,120,0,7,0,50,7.14,20
"
Hoover B",295,3,8,0,170,15.45,Norfolk Academic Guild,160,2,5,2,90,12.86,21
"
Stanford Online",260,3,6,5,180,20.00,Detroit Catholic Central D,140,2,4,0,70,11.67,20
"
William Fremd A",245,2,8,5,160,16.00,Grand Ledge,130,1,5,1,70,11.67,22
"
Richard Montgomery B",265,4,7,3,150,13.64,Leland,155,1,6,0,80,11.43,21
"
St. John's",225,2,8,3,130,13.00,Savannah,120,2,4,0,50,8.33,21
"
Thomas Jefferson Science & Tech C",230,3,7,3,130,13.00,Jasper A,125,0,6,1,70,11.67,20
"
Alabama Cyber Tech",210,0,10,4,130,13.00,Stillwater,105,0,7,3,50,7.14,21
"
Detroit Catholic Central B",265,0,12,3,160,13.33,Greenville,170,2,5,2,100,14.29,21
"
Barrington B",200,1,8,5,130,14.44,Herron,115,0,6,1,60,10.00,20
"
Stanton College Prep B",230,0,10,4,150,15.00,Saline,150,3,4,1,70,10.00,21
"
Heights",200,2,8,2,100,10.00,East Chapel Hill B,125,2,5,3,60,8.57,20
"
White Station B",180,2,6,6,120,15.00,Northwest Guilford,120,0,7,0,50,7.14,20
"
Brunswick",210,4,4,4,130,16.25,Bellaire,155,0,9,1,70,7.78,21
"
Kickapoo A",230,1,11,1,110,9.17,Westview,175,2,4,1,110,18.33,21
"
Downingtown STEM",210,2,8,2,110,11.00,Solon B,160,0,6,2,110,18.33,19
"
Carmel B",270,1,9,3,180,18.00,Walnut Hills,220,2,6,0,130,16.25,21
"
Hume-Fogg",190,1,8,1,100,11.11,St. Paul Academy,140,2,6,6,80,10.00,21
"
North Carolina Science and Math",210,2,6,2,130,16.25,Chanhassen,165,0,9,1,80,8.89,18
"
William Fremd B",215,3,6,2,120,13.33,Thomas Jefferson Science & Tech E,185,0,9,1,100,11.11,20
"
Archbishop Mitty",205,0,9,5,140,15.56,Edmond North,175,1,6,0,100,14.29,19
"
Irondale",205,0,10,1,110,11.00,Holy Spirit,175,1,6,0,100,14.29,18
"
Herberger",230,1,8,3,150,16.67,Carlisle,205,3,7,2,100,10.00,21
"
Del Norte",235,1,8,4,160,17.78,Lake Highland,210,1,6,1,140,20.00,19
"
Adlai E. Stevenson B",205,3,6,4,120,13.33,Rock Bridge,185,0,8,1,110,13.75,19
"
Maggie Walker Governor's School",220,2,6,4,150,18.75,Christian Brothers,205,0,10,1,110,11.00,18
"
Phillips Academy",130,0,7,2,70,10.00,West Point,115,1,5,4,70,11.67,21
"
Edison",190,2,6,2,110,13.75,"Henderson (West Chester, PA)",180,1,7,1,100,12.50,18
"
Chaska",205,1,8,0,110,12.22,Grissom A,195,1,7,2,120,15.00,18
"
Minnetonka",190,0,7,2,130,18.57,Overland Park North Scholars,185,1,8,2,100,11.11,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Ridgewood A",555,6,11,1,360,21.18,Phillips Academy,20,0,1,0,10,10.00,19
"
Detroit Catholic Central A",610,8,11,2,390,20.53,Chattahoochee B,85,2,1,3,60,20.00,23
"
Carmel A",555,6,12,1,350,19.44,Beaconsfield Scholars,60,1,2,1,30,10.00,22
"
High Tech",560,10,7,2,350,20.59,William Fremd B,70,0,3,2,50,16.67,21
"
Adlai E. Stevenson A",445,4,11,1,280,18.67,Irondale,30,2,0,2,10,5.00,19
"
Buffalo Grove",475,10,5,1,280,18.67,Hume-Fogg,100,1,4,1,50,10.00,22
"
IMSA",455,6,9,1,280,18.67,Carmel B,95,0,4,1,60,15.00,20
"
Wilmington Charter",385,0,15,1,240,16.00,Burnsville C,55,0,3,1,30,10.00,20
"
Thomas Jefferson Science & Tech E",320,1,14,1,170,11.33,Dothan,0,0,1,4,10,10.00,21
"
Homestead",395,4,11,3,240,16.00,Chaska,95,2,3,1,40,8.00,22
"
Kinkaid",390,5,7,5,270,22.50,White Station B,100,0,5,0,50,10.00,19
"
Stanford Online",390,3,11,1,240,17.14,Del Norte,105,2,2,1,60,15.00,18
"
Chattahoochee A",385,3,12,2,230,15.33,Maggie Walker Governor's School,100,0,4,2,70,17.50,20
"
Holy Spirit",320,4,10,2,170,12.14,"Clarke (Westbury, NY)",35,1,2,0,0,0.00,18
"
Hoover A",415,7,6,0,250,19.23,Richard Montgomery B,135,3,3,0,60,10.00,19
"
Ladue",380,4,9,0,230,17.69,Alexandria City,100,0,6,2,50,8.33,20
"
Winston Churchill",410,5,8,1,260,20.00,William Fremd A,155,3,3,4,100,16.67,20
"
Franklin",260,0,13,2,140,10.77,Irvin,10,0,1,0,0,0.00,21
"
Leland",280,0,12,2,170,14.17,International Academy Okma,30,0,3,4,20,6.67,18
"
Irvington",370,3,10,1,230,17.69,Detroit Catholic Central B,125,2,4,1,60,10.00,19
"
Thomas Jefferson Science & Tech A",430,9,4,5,280,21.54,Edison,185,3,5,0,90,11.25,24
"
Baker",355,2,12,3,220,15.71,Onalaska,110,1,4,1,60,12.00,22
"
Thomas Jefferson Science & Tech B",390,4,9,4,260,20.00,Adlai E. Stevenson B,150,3,3,1,80,13.33,21
"
Lake Highland",290,3,9,1,160,13.33,Detroit Catholic Central D,50,0,3,4,40,13.33,19
"
Walnut Hills",250,1,11,3,140,11.67,Chattahoochee F,15,0,2,1,0,0.00,19
"
Alma Bryant",220,1,10,1,110,10.00,Athens,0,0,1,2,0,0.00,21
"
Saline",280,2,9,4,180,16.36,John Adams B,80,0,6,2,30,5.00,22
"
Arcadia",405,6,6,3,270,22.50,Morgantown,210,2,6,2,130,16.25,21
"
East Brunswick",365,5,9,2,210,15.00,Thomas Jefferson Science & Tech C,175,1,6,4,120,17.14,23
"
Bellarmine College Prep",300,3,8,3,190,17.27,North Carolina Science and Math,115,1,5,2,60,10.00,20
"
Jasper A",260,4,7,2,140,12.73,Portsmouth,75,0,5,1,30,6.00,21
"
Northwest Guilford",250,2,9,2,140,12.73,Lightridge B,70,0,5,4,40,8.00,23
"
Freeman",320,4,8,4,200,16.67,Stanton College Prep B,145,2,4,3,90,15.00,20
"
Hunter A",305,3,10,4,180,13.85,Christian Brothers,140,1,6,1,70,10.00,22
"
Strake Jesuit A",400,9,3,1,240,20.00,Brunswick,240,4,5,0,130,14.44,22
"
Chattahoochee C",265,3,10,2,130,10.00,White Station C,105,0,5,1,60,12.00,21
"
Detroit Catholic Central C",245,0,10,1,150,15.00,"Midtown Classical (Tallahassee, FL)",85,1,4,2,40,8.00,19
"
Rock Bridge",235,1,11,2,120,10.00,Ridgewood B,75,0,5,3,40,8.00,18
"
Stillwater",240,2,10,0,110,9.17,Kickapoo B,85,0,4,1,50,12.50,21
"
Greater Atlanta Christian",260,2,10,0,130,10.83,Saint Agnes,105,1,4,6,80,16.00,19
"
Ward Melville",240,1,9,1,140,14.00,Hunter B,100,0,5,2,60,12.00,19
"
Thomas Jefferson Science & Tech D",305,3,9,0,170,14.17,"Midtown (Atlanta, GA)",170,1,5,3,120,20.00,20
"
Grand Ledge",250,0,11,0,140,12.73,Thomas Jefferson Science & Tech F,115,0,5,7,100,20.00,21
"
St. Paul Academy",245,1,10,4,150,13.64,North Oconee,115,1,5,0,50,8.33,21
"
Grissom A",230,1,11,1,110,9.17,Plano West B,100,1,4,3,60,12.00,19
"
Westview",240,2,8,2,140,14.00,Chattahoochee E,115,0,7,3,60,8.57,21
"
Troy (Troy, MI)",290,3,9,3,170,14.17,Kickapoo A,170,1,5,1,110,18.33,19
"
West Point",195,0,11,1,90,8.18,Innovation Academy B,90,1,4,3,50,10.00,24
"
Allderdice",235,1,10,2,130,11.82,Detroit Catholic Central E,140,0,7,2,80,11.43,22
"
Lightridge A",235,0,10,3,150,15.00,Chanhassen,150,1,6,3,90,12.86,20
"
Greenville",190,0,9,2,110,12.22,Great Valley C,105,0,7,1,40,5.71,21
"
Barrington B",295,2,9,1,180,16.36,St. John's,215,2,7,1,120,13.33,22
"
Henderson (West Chester, PA)",185,0,10,5,110,11.00,Burnsville B,105,1,4,0,50,10.00,20
"
Burnsville A",145,0,7,5,100,14.29,Grissom B,70,0,6,2,20,3.33,22
"
Barrington A",335,5,6,4,220,20.00,Plano West A,265,2,7,3,180,20.00,22
"
Clark (Las Vegas, NV)",275,2,8,1,170,17.00,Mission San Jose,205,2,7,3,120,13.33,20
"
Great Valley D",150,0,7,0,80,11.43,Bellaire,80,1,5,5,40,6.67,21
"
University Lab",255,1,9,4,170,17.00,Alabama Cyber Tech,190,2,7,2,100,11.11,21
"
Caddo Magnet",240,3,6,3,150,16.67,Minnetonka,175,2,6,1,90,11.25,20
"
Carlisle",145,0,7,1,80,11.43,Winnebago,85,0,6,3,40,6.67,18
"
Carmel C",185,0,9,5,120,13.33,Edmond North,125,1,6,2,60,8.57,22
"
Santa Monica",260,4,5,2,160,17.78,Heights,205,1,8,2,120,13.33,19
