Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Carmel B",390,2,13,0,230,15.33,Savannah,40,0,2,0,20,10.00,18
"
Arcadia",480,7,7,3,320,22.86,Adlai E. Stevenson A,190,1,6,1,120,17.14,22
"
St. John's",325,2,11,1,190,14.62,LAMP,50,0,3,2,30,10.00,20
"
IMSA",390,3,10,1,250,19.23,Thomas Jefferson Science & Tech C,125,2,4,3,70,11.67,19
"
Wando A",380,1,14,3,240,16.00,Wissahickon,130,0,5,0,80,16.00,21
"
Homestead",450,4,11,2,290,19.33,Detroit Catholic Central B,215,1,6,2,150,21.43,22
"
Mira Loma",420,3,11,5,290,20.71,Bellarmine College Prep,190,2,4,4,140,23.33,22
"
St. Joseph Central A",340,0,13,0,210,16.15,Thomas Jefferson Science & Tech D,115,1,3,2,80,20.00,19
"
St. Paul Academy",340,0,13,2,220,16.92,Downingtown STEM,115,1,4,4,80,16.00,21
"
Saline",305,1,11,0,180,15.00,Benet Academy,80,0,4,2,50,12.50,20
"
Staples",315,0,13,1,190,14.62,Wilton,100,0,5,2,60,12.00,21
"
Midtown (Atlanta, GA)",350,3,10,3,220,16.92,Bellaire,135,0,6,3,90,15.00,19
"
Moravian Academy",315,0,12,3,210,17.50,Greenville,105,1,5,2,50,8.33,21
"
White Station A",330,2,9,2,220,20.00,Dunbar B,145,2,5,3,80,11.43,21
"
Manheim Township A",300,2,10,2,180,15.00,Thomas Jefferson Classical,115,0,5,1,70,14.00,20
"
Herberger",260,1,10,1,150,13.64,Jasper A,75,0,5,3,40,8.00,21
"
Westview",325,2,11,1,190,14.62,South Burlington,160,1,4,1,110,22.00,20
"
Dunbar A",300,1,9,1,200,20.00,Hoover B,135,2,5,3,70,10.00,20
"
Wayzata B",325,2,10,5,220,18.33,Mission San Jose,160,1,5,1,100,16.67,21
"
Vista Del Lago A",285,2,11,5,170,13.08,Hume-Fogg,120,0,6,0,60,10.00,20
"
Okemos",355,4,8,1,220,18.33,North Gwinnett,195,1,7,2,120,15.00,21
"
McLean B",250,0,11,0,140,12.73,East Chapel Hill B,95,1,5,2,40,6.67,19
"
North Oconee",200,0,11,2,100,9.09,Lightridge B,45,0,3,1,20,6.67,20
"
Seven Lakes",290,1,9,1,190,19.00,Grosse Pointe North,145,1,6,2,80,11.43,19
"
Providence",230,0,11,0,120,10.91,Northmont A,90,0,5,0,40,8.00,18
"
University Lab",325,4,7,3,210,19.09,Chelsea,185,0,7,1,120,17.14,21
"
Plano West A",300,2,9,2,190,17.27,Dutch Fork A,160,1,6,1,90,12.86,21
"
Cistercian A",195,1,8,2,110,12.22,Winnebago,55,0,4,1,20,5.00,20
"
Central Hardin",240,1,10,3,140,12.73,Wayzata G,105,0,5,1,60,12.00,19
"
James E. Taylor",315,2,10,3,200,16.67,Del Norte,185,2,5,1,110,15.71,20
"
Chattahoochee A",285,4,7,5,180,16.36,Edison,155,0,7,1,90,12.86,19
"
Kickapoo A",260,1,9,1,160,16.00,Carmel C,130,1,5,1,70,11.67,19
"
Johns Creek B",245,0,11,3,150,13.64,Detroit Catholic Central E,115,0,7,1,50,7.14,21
"
Centennial A",340,4,8,0,200,16.67,Norfolk Academic Guild,220,2,6,2,140,17.50,20
"
Centennial B",275,0,10,3,190,19.00,Canyon Crest B,155,0,8,1,80,10.00,22
"
Thomas Jefferson Science & Tech E",215,0,11,5,130,11.82,John Adams A,100,0,5,0,50,10.00,21
"
Eden Prairie A",300,2,10,2,180,15.00,Southside A,185,3,3,2,120,20.00,21
"
Henderson (West Chester, PA)",230,0,10,0,130,13.00,Silver Spring Scholars B,115,1,5,4,70,11.67,20
"
Walnut Hills",255,1,11,2,140,11.67,Chamblee Charter,140,0,5,2,100,20.00,21
"
Harker B",260,3,7,1,150,15.00,Grand Ledge,150,0,7,4,100,14.29,20
"
Caddo Magnet",250,2,8,2,150,15.00,Detroit Catholic Central D,140,1,6,1,70,10.00,20
"
Cedar Crest",290,0,11,0,180,16.36,Langley,195,4,4,5,120,15.00,21
"
St. Louis Park",225,1,8,0,130,14.44,Manheim Township B,130,0,7,2,70,10.00,20
"
Cinco Ranch A",295,2,8,1,190,19.00,Richard Montgomery B,205,1,6,2,140,20.00,18
"
Silver Spring Scholars A",310,4,6,2,200,20.00,Westminster A,220,1,8,1,130,14.44,20
"
Hewitt-Trussville",215,0,9,1,130,14.44,Ward Melville,130,0,7,2,70,10.00,20
"
Lake Highland",255,1,10,0,140,12.73,Westminster B,170,0,7,2,110,15.71,20
"
Lake Braddock",215,1,9,2,120,12.00,Chattahoochee C,130,0,7,2,70,10.00,20
"
Leland",260,2,8,0,150,15.00,Heights,175,0,8,1,100,12.50,20
"
Loyola Academy",215,0,9,1,130,14.44,Grissom A,135,0,7,3,80,11.43,18
"
Cistercian C",225,2,7,1,130,14.44,Grand Junction B,145,1,6,0,70,10.00,20
"
Northmont B",130,0,8,0,50,6.25,Dothan,50,0,4,4,30,7.50,19
"
William Fremd A",300,2,8,2,200,20.00,Hunter B,230,1,7,1,150,18.75,18
"
Clark (Las Vegas, NV)",270,1,9,1,170,17.00,Maggie Walker Governor's School,210,0,8,2,140,17.50,21
"
Alabama Cyber Tech",245,1,10,2,140,12.73,Southside B,190,0,8,2,120,15.00,23
"
Darien A",315,1,11,2,200,16.67,High Tech,265,5,4,4,170,18.89,23
"
Livingston",225,1,8,2,140,15.56,North Carolina Science and Math,175,2,6,1,90,11.25,19
"
Stillwater",255,0,10,1,160,16.00,Strake Jesuit B,210,1,9,3,120,12.00,21
"
Brunswick",235,1,8,2,150,16.67,Champlain Valley,190,1,8,1,100,11.11,20
"
West Point",210,1,8,1,120,13.33,Thales Academy-Rolesville,165,1,6,0,90,12.86,19
"
Glasgow",285,2,8,1,180,18.00,Chattahoochee B,245,4,6,5,150,15.00,21
"
Adlai E. Stevenson B",215,3,5,4,140,17.50,Barrington B,180,0,8,0,100,12.50,21
"
East Brunswick",250,2,8,2,150,15.00,Decatur,220,0,10,2,130,13.00,22
"
Sparkman",205,1,8,0,110,12.22,Santa Monica,190,0,8,2,120,15.00,21
"
Beaconsfield Scholars",185,1,7,2,110,13.75,Copley,175,0,9,1,90,10.00,21
"
Carlisle",150,0,8,0,70,8.75,Greater Atlanta Christian,140,1,5,1,80,13.33,18
"
St. Vincent-St. Mary",170,0,9,4,100,11.11,Herron,160,0,10,2,70,7.00,23
"
Minnetonka",260,0,10,0,160,16.00,"Henderson County (Henderson, KY)",255,2,8,3,160,16.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Winston Churchill",480,5,11,1,300,18.75,Minnetonka,50,0,2,2,40,20.00,19
"
Kinkaid",490,7,8,1,310,20.67,Ridgewood A,85,1,3,4,60,15.00,20
"
IMSA",535,9,7,2,340,21.25,Wayzata B,135,0,5,3,100,20.00,21
"
Stanford Online",510,5,10,1,340,22.67,White Station B,145,2,4,1,80,13.33,22
"
Beavercreek",480,8,7,0,290,19.33,Irvington,130,3,2,1,70,14.00,23
"
Thomas Jefferson Science & Tech B",475,8,8,3,290,18.12,Staples,135,2,3,1,80,16.00,22
"
Chattahoochee B",400,5,10,1,230,15.33,Cistercian C,65,1,2,2,40,13.33,19
"
James E. Taylor",410,5,9,3,260,18.57,Centennial A,115,2,3,1,60,12.00,20
"
Wayzata A",450,6,7,2,300,23.08,Brunswick,160,3,3,3,100,16.67,21
"
Chaska",325,2,12,1,180,12.86,Johns Creek C,55,1,2,4,40,13.33,20
"
Innovation Academy A",325,3,10,0,180,13.85,Friends Select A,65,0,3,1,40,13.33,18
"
Hunter A",495,8,6,3,330,23.57,Greenhill,240,5,3,1,140,17.50,22
"
McLean A",460,4,11,2,300,20.00,Livingston,205,2,4,1,140,23.33,22
"
Baker",460,8,6,4,300,21.43,Chattahoochee A,245,3,6,2,150,16.67,23
"
Hunter B",345,0,14,3,220,15.71,Chattahoochee D,130,2,4,0,60,10.00,23
"
White Station A",365,2,12,3,230,16.43,Providence,155,2,4,1,90,15.00,22
"
Buffalo Grove",445,7,6,2,290,22.31,Dunbar A,240,4,5,2,140,15.56,23
"
Central Hardin",340,2,10,2,220,18.33,Barrington B,135,1,6,4,80,11.43,20
"
Francis Parker",350,4,8,2,220,18.33,Mission San Jose,170,1,6,3,110,15.71,20
"
Edmond North",255,1,9,0,150,15.00,Thomas Jefferson Science & Tech F,100,0,6,2,50,8.33,19
"
Bellarmine College Prep",275,2,8,3,180,18.00,Lake Braddock,125,0,6,1,70,11.67,17
"
Seven Lakes",350,5,7,1,210,17.50,Maggie Walker Governor's School,205,3,4,2,130,18.57,20
"
East Grand Rapids",170,1,8,1,80,8.89,Wando B,30,0,2,2,20,10.00,20
"
Glasgow",285,1,10,2,180,16.36,Westview,150,0,6,0,90,15.00,19
"
Wilton",255,2,10,1,130,10.83,Saline,125,0,6,1,70,11.67,19
"
Allderdice",240,0,11,2,140,12.73,Solon B,110,0,5,2,70,14.00,19
"
Wayzata F",175,0,10,1,80,8.00,Athens,45,0,2,1,30,15.00,20
"
Clarke (Westbury, NY)",195,0,7,1,130,18.57,Burnsville B,65,0,5,1,20,4.00,22
"
Darien B",245,3,8,4,140,12.73,Saint Agnes,120,1,5,1,60,10.00,21
"
Chanhassen",265,1,9,0,160,16.00,DeLaSalle,140,0,7,4,90,12.86,22
"
Plano West A",300,1,9,1,200,20.00,North Carolina Science and Math,180,1,6,1,110,15.71,18
"
Holy Spirit",200,0,10,2,110,11.00,Kickapoo B,85,1,5,4,40,6.67,21
"
East Chapel Hill A",405,6,7,3,260,20.00,Lambert,295,4,5,5,210,23.33,23
"
Barrington A",400,3,9,1,270,22.50,"Troy (Troy, MI)",290,3,6,3,200,22.22,23
"
Vista Del Lago B",205,1,8,2,120,13.33,Phillips Academy,105,0,6,3,60,10.00,18
"
Westminster A",270,3,6,1,170,18.89,"Henderson (West Chester, PA)",175,0,9,1,90,10.00,19
"
Morgantown",280,2,7,2,190,21.11,North Gwinnett,185,0,8,3,120,15.00,20
"
Innovation Academy B",200,2,8,4,110,11.00,Dutch Fork B,110,0,6,0,50,8.33,18
"
Grand Junction A",135,1,5,0,70,11.67,Great Valley D,50,0,4,2,20,5.00,24
"
Thomas Jefferson Science & Tech A",340,7,5,3,200,16.67,Solon A,260,4,5,2,160,17.78,21
"
Ithaca",295,2,9,3,190,17.27,"Clark (Las Vegas, NV)",220,3,6,1,120,13.33,21
"
Hoover A",405,7,5,2,260,21.67,Great Valley A,335,7,3,2,210,21.00,22
"
Emmaus",215,0,8,1,140,17.50,Alexandria City,155,2,4,1,90,15.00,18
"
Chattahoochee F",175,1,8,0,80,8.89,"Midtown Classical (Tallahassee, FL)",115,1,5,2,60,10.00,22
"
Paideia",305,3,7,2,200,20.00,William Fremd A,250,2,7,2,160,17.78,20
"
Rock Bridge",180,0,8,0,100,12.50,Chattahoochee E,125,1,5,2,70,11.67,18
"
Onalaska",200,0,10,0,100,10.00,Myers Park,145,0,7,3,90,12.86,21
"
Wayzata D",230,0,10,0,130,13.00,Ridgewood B,175,2,5,3,110,15.71,18
"
Richard Montgomery A",370,7,4,1,230,20.91,Strake Jesuit A,320,4,7,2,200,18.18,22
"
Homestead",320,4,7,0,190,17.27,Wando A,270,2,7,4,190,21.11,20
"
Edison",235,1,9,2,140,14.00,Johns Creek B,185,1,8,4,110,12.22,20
"
BASIS McLean",245,1,9,2,150,15.00,Eden Prairie B,195,2,7,1,100,11.11,20
"
Detroit Country Day A",360,3,8,1,240,21.82,Stanton College Prep A,315,6,4,1,190,19.00,22
"
Maine East",170,0,8,2,100,12.50,Berwick,125,0,6,1,70,11.67,19
"
Burnsville C",155,2,4,1,90,15.00,John Adams B,110,1,7,1,30,3.75,23
"
Wayzata E",155,1,6,0,80,11.43,Detroit Country Day B,120,1,5,1,60,10.00,19
"
Macomb",210,0,9,2,130,14.44,Franklin,175,1,6,2,110,15.71,21
"
Manheim Township A",290,4,6,0,170,17.00,Canyon Crest A,260,5,5,1,140,14.00,21
"
Grissom B",150,0,7,2,90,12.86,North Kansas City,125,0,6,1,70,11.67,19
"
Henderson County (Henderson, KY)",245,2,6,1,160,20.00,Carbondale,225,0,10,1,130,13.00,19
"
Alma Bryant",180,1,9,1,80,8.00,Northwest Guilford,160,0,7,2,100,14.29,19
"
Eastlake",160,0,8,0,80,10.00,Great Valley C,140,1,7,1,60,7.50,21
"
University Lab",300,3,7,1,190,19.00,Okemos,285,5,5,4,180,18.00,21
"
Thomas Jefferson Classical (OT)",240,3,7,3,140,17.50,Jesuit,225,0,10,1,130,14.44,23
"
Centennial C",150,2,5,4,90,12.86,Jasper B,140,0,7,2,80,11.43,20
"
Farmington Hills Mercy",120,0,6,2,70,11.67,Arab,110,0,7,2,50,7.14,22
"
Wilmington Charter",295,2,9,1,180,16.36,Adlai E. Stevenson B,290,3,7,3,190,19.00,24
"
Western Dubuque",Forfeit, , , , , ,Flowery Branch,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Detroit Catholic Central A",535,9,7,2,340,21.25,Adlai E. Stevenson A,170,3,3,5,120,20.00,24
"
Silver Spring Scholars A",380,5,7,3,250,20.83,Stillwater,80,0,5,4,50,10.00,19
"
Northfield",305,1,12,0,170,13.08,LAMP,15,0,2,5,20,10.00,17
"
High Tech",410,5,8,1,260,20.00,Harker B,125,1,4,2,80,16.00,20
"
Chattahoochee C",325,1,13,2,190,13.57,John Adams A,60,0,3,2,40,13.33,22
"
Heights",300,1,11,3,190,15.83,Mandarin,60,0,5,2,20,4.00,23
"
St. Vincent-St. Mary",270,2,8,2,170,17.00,Oswego East,45,0,4,3,20,5.00,22
"
St. Joseph Central A",360,4,8,0,220,18.33,Darien A,160,4,2,2,90,15.00,19
"
Freeman",435,3,10,2,300,23.08,East Brunswick,235,4,5,1,130,14.44,24
"
Carlisle",255,1,9,4,170,17.00,Southside B,60,1,3,3,30,7.50,23
"
Mounds Park",285,3,7,2,180,18.00,Detroit Catholic Central E,90,0,4,2,60,15.00,17
"
Richard Montgomery B",305,6,5,7,200,18.18,Loyola Academy,115,1,4,0,60,12.00,23
"
Grissom A",320,0,12,0,200,16.67,Burnsville A,130,2,4,2,70,11.67,19
"
Herron",205,0,11,1,100,9.09,Cistercian B,15,1,1,4,10,5.00,21
"
Ladue",360,3,8,3,250,22.73,Cedar Crest,180,1,7,1,100,12.50,22
"
Jasper A",255,0,10,1,160,16.00,Detroit Catholic Central C,80,1,5,5,40,6.67,22
"
Hopkins",270,1,9,1,170,17.00,East Chapel Hill B,110,2,5,4,50,7.14,19
"
Thomas Jefferson Science & Tech E",280,1,10,1,170,15.45,South Burlington,125,2,4,5,80,13.33,23
"
St. John's",350,4,8,0,210,17.50,Stanton College Prep B,195,3,6,0,90,10.00,24
"
Hoover B",295,1,11,0,170,14.17,Irondale,145,2,4,3,90,15.00,18
"
Raleigh Charter",310,3,8,3,200,18.18,Cinco Ranch A,165,3,5,2,80,10.00,21
"
Dutch Fork A",205,2,9,1,90,8.18,Wade Hampton,65,0,4,3,40,10.00,18
"
Greater Atlanta Christian",200,2,8,2,100,10.00,International Academy Okma,65,0,4,1,30,7.50,18
"
Osbourn Park",255,1,9,0,150,15.00,Thales Academy-Rolesville,125,2,4,1,60,10.00,18
"
Copley",245,1,10,6,160,14.55,Wayzata C,120,0,6,0,60,10.00,22
"
Weston",235,1,9,4,150,15.00,Carmel C,110,2,4,2,50,8.33,23
"
Norfolk Academic Guild",310,1,11,3,200,16.67,Kickapoo A,195,3,5,2,110,13.75,22
"
Strake Jesuit B",300,3,7,3,200,20.00,Alabama Cyber Tech,195,1,7,2,120,15.00,21
"
Thomas Jefferson Science & Tech C",305,3,9,2,180,15.00,Eden Prairie A,205,2,6,3,130,16.25,22
"
Northmont A",255,2,9,1,140,12.73,Beaconsfield Scholars,155,1,6,4,100,14.29,23
"
Bellaire",240,2,6,0,150,18.75,Hewitt-Trussville,140,0,8,4,80,10.00,20
"
Ward Melville",265,2,8,1,160,16.00,Portsmouth,165,1,6,0,90,12.86,21
"
Johns Creek A",315,4,8,1,180,15.00,Del Norte,220,3,5,3,140,17.50,22
"
Leland",190,0,8,2,120,15.00,Wayzata G,95,1,4,2,50,10.00,21
"
Hume-Fogg",240,2,8,2,140,14.00,Fletcher,145,1,5,2,90,15.00,20
"
Chamblee Charter",195,4,5,3,100,11.11,Grand Ledge,100,0,5,2,60,12.00,19
"
Archbishop Mitty",245,1,9,0,140,14.00,Grand Junction B,150,1,6,1,80,11.43,19
"
Troy (Fullerton, CA)",115,0,7,1,50,7.14,Irvin,20,1,0,1,10,10.00,24
"
Downingtown STEM",200,0,11,2,100,9.09,William Fremd B,115,0,6,5,80,13.33,19
"
St. Joseph Central B",145,0,6,1,90,15.00,Northmont B,60,0,6,2,10,1.67,22
"
Carmel A",355,6,5,3,230,20.91,Arcadia,285,4,5,3,190,21.11,21
"
Holton",130,0,6,2,80,13.33,Dothan,60,1,3,3,30,7.50,23
"
Chelsea",215,1,7,0,130,16.25,Vista Del Lago A,150,2,6,6,90,11.25,17
"
Canyon Crest B",170,1,8,1,80,8.89,Silver Spring Scholars B,105,0,6,7,80,13.33,22
"
Westminster B",225,1,8,2,140,15.56,Benet Academy,160,1,5,1,100,16.67,18
"
Harker A",305,3,8,2,190,17.27,Wissahickon,245,3,5,0,150,18.75,22
"
Moravian Academy",250,1,11,3,140,11.67,St. Louis Park,190,1,6,1,120,17.14,20
"
McLean B",200,0,8,2,130,16.25,Great Valley B,140,1,6,3,80,11.43,20
"
Southside A",255,5,6,2,130,11.82,Santa Monica,195,1,6,2,130,18.57,18
"
Langley",275,3,8,2,160,14.55,Caddo Magnet,220,3,6,5,140,15.56,21
"
Centennial B",300,0,11,0,190,17.27,Herberger,245,2,7,5,170,18.89,23
"
Grosse Pointe North",255,1,10,4,160,14.55,Cinco Ranch B,200,1,7,1,120,15.00,21
"
Edgewood",185,1,7,0,100,12.50,Manheim Township B,130,0,7,0,60,8.57,19
"
Savannah",190,1,7,1,110,13.75,Overland Park North Scholars,140,2,5,4,80,11.43,21
"
Mira Loma",330,4,7,2,210,19.09,Saratoga,285,4,4,3,200,25.00,21
"
Decatur",235,5,5,4,130,13.00,Sparkman,190,1,7,1,110,13.75,21
"
Coalgate",150,0,8,0,70,8.75,Cistercian A,105,1,5,4,60,10.00,20
"
Champlain Valley",220,3,6,1,120,13.33,St. Paul Academy,180,1,7,3,110,13.75,20
"
Catholic",205,3,5,4,130,16.25,Greenville,165,1,6,4,110,15.71,23
"
White Station C",140,0,7,0,70,10.00,Winnebago,100,0,6,2,50,8.33,18
"
Midtown (Atlanta, GA)",310,4,6,4,210,21.00,Thomas Jefferson Science & Tech D,275,1,9,0,170,17.00,21
"
Detroit Catholic Central B",230,1,9,3,140,14.00,Lake Highland,195,2,6,3,120,15.00,24
"
Dunbar B",240,1,8,3,160,17.78,Walnut Hills,215,2,5,3,150,21.43,21
"
Ysleta",120,1,6,1,50,7.14,Lightridge B,95,0,6,1,40,6.67,21
"
Christian Brothers",235,1,9,0,130,13.00,Carmel B,220,4,4,2,130,16.25,22
"
Plano West B",200,1,6,1,130,18.57,West Point,185,2,7,1,90,10.00,19
"
Friends Select B",190,2,4,0,120,20.00,North Oconee,175,0,9,3,100,11.11,22
"
Lightridge A",180,1,8,1,90,10.00,Detroit Catholic Central D,175,1,6,0,100,14.29,19
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Solon A",600,8,10,0,380,21.11,Stanford Online,65,2,1,3,40,13.33,22
"
East Brunswick",355,5,8,2,210,16.15,Thomas Jefferson Science & Tech E,65,1,3,2,30,7.50,20
"
Norfolk Academic Guild",385,4,10,3,240,17.14,Central Hardin,125,1,4,2,80,16.00,22
"
Baker",420,7,7,3,260,18.57,Wilmington Charter,175,2,5,1,100,14.29,22
"
Thomas Jefferson Science & Tech B",425,7,6,2,270,20.77,"Midtown (Atlanta, GA)",195,3,4,2,120,17.14,20
"
Thomas Jefferson Science & Tech C",400,2,11,2,270,20.77,Moravian Academy,185,2,5,3,120,17.14,21
"
Clark (Las Vegas, NV)",380,3,10,1,240,18.46,Hoover B,165,1,7,2,90,11.25,23
"
Ridgewood A",430,6,7,0,270,20.77,University Lab,215,5,1,0,130,21.67,20
"
Strake Jesuit B",340,7,6,1,180,13.85,Canyon Crest A,160,4,1,2,100,20.00,21
"
Edison",315,3,9,2,190,15.83,Morgantown,165,1,6,2,100,14.29,23
"
Langley",300,2,9,2,190,17.27,Minnetonka,155,2,5,1,80,11.43,20
"
Wayzata A",315,6,4,3,200,20.00,Richard Montgomery B,175,0,6,1,120,20.00,19
"
Irvington",365,5,8,0,210,16.15,Homestead,225,4,3,3,150,21.43,21
"
Chelsea",265,5,6,4,150,13.64,Westview,130,1,5,1,70,11.67,23
"
Wilton",325,1,12,0,190,14.62,Johns Creek A,195,3,5,2,110,13.75,23
"
McLean B",250,1,9,1,150,15.00,Decatur,120,1,5,5,80,13.33,22
"
Staples",335,4,8,5,220,18.33,Centennial B,210,2,5,0,130,18.57,22
"
Cinco Ranch A",410,8,6,2,240,17.14,McLean A,285,3,5,0,190,23.75,22
"
Ithaca",310,4,7,2,190,17.27,IMSA,195,3,6,4,110,12.22,23
"
Greenhill",355,6,6,3,220,18.33,Glasgow,240,2,7,2,150,16.67,23
"
Centennial A",315,4,7,1,190,17.27,Hunter B,215,2,6,3,140,17.50,22
"
Manheim Township A",335,5,6,2,210,19.09,Adlai E. Stevenson A,235,5,3,2,140,17.50,20
"
Great Valley A",410,5,7,3,280,23.33,Stanton College Prep A,325,6,5,1,190,17.27,24
"
Wayzata B",230,3,6,5,150,16.67,Stillwater,150,1,6,1,80,11.43,22
"
Mira Loma",340,5,7,5,220,18.33,White Station A,260,2,7,2,170,18.89,22
"
Dunbar B",265,4,6,1,150,15.00,Champlain Valley,195,2,6,1,110,13.75,22
"
Plano West A",285,3,7,2,180,18.00,Brunswick,215,3,6,2,120,13.33,20
"
Troy (Troy, MI)",300,7,5,3,160,13.33,James E. Taylor,235,1,7,0,150,18.75,23
"
St. Joseph Central A",305,3,8,2,190,17.27,Silver Spring Scholars A,240,2,7,4,160,17.78,22
"
Northmont A",245,1,9,0,140,14.00,Westminster A,195,2,6,3,120,15.00,18
"
Darien A",310,6,5,4,190,17.27,Freeman,270,3,5,1,180,22.50,20
"
Francis Parker",195,2,6,3,120,15.00,Thomas Jefferson Classical,160,3,4,1,80,11.43,20
"
Detroit Catholic Central B",235,2,8,3,140,14.00,Adlai E. Stevenson B,205,1,7,4,140,17.50,20
"
Providence",210,1,8,1,120,13.33,"Henderson County (Henderson, KY)",195,2,6,5,130,16.25,21
"
Paideia",295,4,8,3,170,14.17,Buffalo Grove,285,4,5,3,190,21.11,22
"
Ladue",295,3,7,2,190,19.00,Winston Churchill,285,3,6,2,190,21.11,20
"
Beavercreek",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Richard Montgomery A",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Kinkaid",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Strake Jesuit A",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Raleigh Charter",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Dunbar B",465,5,11,0,280,17.50,Richard Montgomery B,0,1,1,5,0,0.00,19
"
Hunter A",500,5,10,3,340,22.67,St. Joseph Central A,160,1,5,1,100,16.67,22
"
Arcadia",440,6,8,2,280,20.00,Ladue,115,1,4,6,90,18.00,23
"
Richard Montgomery A",460,6,9,4,300,20.00,Ridgewood A,150,0,5,2,110,22.00,22
"
Baker",445,5,10,2,280,18.67,Raleigh Charter,145,0,6,3,100,16.67,21
"
Kinkaid",410,2,12,2,270,19.29,"Troy (Troy, MI)",140,1,4,3,100,20.00,20
"
Wayzata A",390,7,6,5,250,19.23,Paideia,120,1,4,3,80,16.00,24
"
Lambert",490,8,6,4,330,23.57,Mira Loma,225,4,4,1,130,16.25,24
"
Homestead",385,4,10,3,240,17.14,Detroit Catholic Central B,125,0,5,1,80,16.00,22
"
University Lab",375,6,6,1,230,19.17,Thomas Jefferson Science & Tech C,130,2,4,0,60,10.00,21
"
William Fremd A",395,1,13,2,260,18.57,Okemos,155,1,5,4,110,18.33,22
"
Detroit Catholic Central A",420,1,13,1,280,20.00,Irvington,180,3,3,3,120,20.00,21
"
Midtown (Atlanta, GA)",370,4,9,2,230,17.69,"Clark (Las Vegas, NV)",155,1,5,0,90,15.00,21
"
Silver Spring Scholars A",360,6,7,2,210,16.15,Chelsea,155,2,5,1,80,11.43,22
"
East Chapel Hill A",470,8,6,0,290,20.71,Solon A,265,1,8,4,190,21.11,23
"
McLean A",420,1,12,1,290,22.31,Wilton,220,4,4,0,120,15.00,23
"
Winston Churchill",315,2,9,3,210,19.09,McLean B,125,2,4,1,60,10.00,23
"
James E. Taylor",340,1,10,1,230,20.91,Edison,175,1,7,0,90,11.25,21
"
Freeman",330,1,10,3,230,20.91,Francis Parker,170,2,6,4,100,12.50,21
"
Detroit Country Day A",360,5,7,1,220,18.33,Thomas Jefferson Science & Tech B,205,3,5,6,140,17.50,22
"
Plano West A",285,1,9,0,180,18.00,Adlai E. Stevenson A,140,3,4,5,80,11.43,20
"
Buffalo Grove",325,5,6,2,200,18.18,East Brunswick,205,1,6,0,130,18.57,20
"
Dunbar A",290,1,9,1,190,19.00,Wando A,175,1,7,6,120,15.00,21
"
Chattahoochee A",270,1,9,1,170,17.00,Seven Lakes,175,2,4,1,110,18.33,18
"
Carmel A",295,3,6,2,200,22.22,Manheim Township A,215,3,5,6,150,18.75,20
"
Bellarmine College Prep",330,3,9,3,210,17.50,High Tech,255,1,7,2,180,22.50,22
"
Beavercreek",290,0,10,4,210,21.00,Ithaca,220,2,8,2,120,12.00,24
"
Glasgow",310,2,11,2,180,13.85,Staples,250,2,7,2,160,17.78,23
"
Providence",225,2,8,1,120,12.00,IMSA,170,2,6,6,110,13.75,23
"
Stanton College Prep A",245,2,8,3,150,15.00,Norfolk Academic Guild,190,1,8,3,110,12.22,21
"
Strake Jesuit A",320,3,8,1,200,18.18,Great Valley A,270,2,7,6,200,22.22,22
"
Cinco Ranch A",315,5,6,2,190,17.27,Barrington A,270,3,6,3,180,20.00,22
"
Stanford Online",280,1,9,3,190,19.00,Centennial A,240,2,7,4,160,17.78,24
"
Hoover A",270,1,10,5,180,16.36,Greenhill,235,1,8,4,160,17.78,22
"
Wilmington Charter",220,1,9,1,120,12.00,Northmont A,190,1,7,1,110,13.75,20
"
Saratoga (OT)",260,2,8,2,160,20.00,Chattahoochee B,230,3,7,5,140,14.00,23
"
Darien A",310,5,7,3,180,15.00,Thomas Jefferson Science & Tech A,290,3,6,3,200,22.22,24
"
White Station A",275,2,8,3,180,18.00,Strake Jesuit B,260,6,4,0,130,13.00,20
"
Wayzata B",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Langley",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Livingston",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Cedar Crest",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
"
Harker A",Forfeit, , , , , ,Bye,Forfeit, , , , , ,-
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",570,9,8,1,360,21.18,Mira Loma,85,2,1,5,70,23.33,21
"
Greenhill",535,7,10,2,340,20.00,Dunbar B,150,2,3,2,100,20.00,24
